County,Date,Status,Cases,Deaths,Cases.Cumulative,Deaths.Cumulative,Updated,Region,County.FIPS.Character,State.Name,State.FIPS.Character,State.Abb,pop2018,GrowthRate,Density,Detroit
Not Detroit,2021-09-23T00:00:00Z,Total,2079,36,744771,11546,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-09-24T00:00:00Z,Total,2061,20,746832,11566,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-09-25T00:00:00Z,Total,1517,18,748349,11584,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-09-26T00:00:00Z,Total,1562,26,749911,11610,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-09-27T00:00:00Z,Total,2870,23,752781,11633,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-09-28T00:00:00Z,Total,2573,21,755354,11654,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-09-29T00:00:00Z,Total,2590,25,757944,11679,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-09-30T00:00:00Z,Total,2543,23,760487,11702,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-10-01T00:00:00Z,Total,2547,25,763034,11727,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-10-02T00:00:00Z,Total,1798,27,764832,11754,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-10-03T00:00:00Z,Total,1779,24,766611,11778,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-10-04T00:00:00Z,Total,3197,24,769808,11802,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-10-05T00:00:00Z,Total,2808,29,772616,11831,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-10-06T00:00:00Z,Total,2880,28,775496,11859,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-10-07T00:00:00Z,Total,2767,32,778263,11891,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-10-08T00:00:00Z,Total,2645,25,780908,11916,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-10-09T00:00:00Z,Total,1883,23,782791,11939,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-10-10T00:00:00Z,Total,1865,23,784656,11962,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-10-11T00:00:00Z,Total,3290,28,787946,11990,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-10-12T00:00:00Z,Total,2965,27,790911,12017,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-10-13T00:00:00Z,Total,2973,39,793884,12056,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-10-14T00:00:00Z,Total,2787,29,796671,12085,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-10-15T00:00:00Z,Total,2645,33,799316,12118,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-10-16T00:00:00Z,Total,1787,34,801103,12152,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-10-17T00:00:00Z,Total,1727,35,802830,12187,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-10-18T00:00:00Z,Total,3477,36,806307,12223,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-10-19T00:00:00Z,Total,2910,37,809217,12260,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-10-20T00:00:00Z,Total,2777,37,811994,12297,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-10-21T00:00:00Z,Total,2302,33,814296,12330,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-10-22T00:00:00Z,Total,2071,43,816367,12373,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-10-23T00:00:00Z,Total,1660,42,818027,12415,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-10-24T00:00:00Z,Total,1542,35,819569,12450,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-10-25T00:00:00Z,Total,2951,39,822520,12489,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-10-26T00:00:00Z,Total,2641,35,825161,12524,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-10-27T00:00:00Z,Total,2852,42,828013,12566,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-10-28T00:00:00Z,Total,2853,32,830866,12598,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-10-29T00:00:00Z,Total,2662,33,833528,12631,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-10-30T00:00:00Z,Total,1856,28,835384,12659,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-10-31T00:00:00Z,Total,2066,37,837450,12696,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-11-01T00:00:00Z,Total,3885,46,841335,12742,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-11-02T00:00:00Z,Total,3565,39,844900,12781,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-11-03T00:00:00Z,Total,3516,24,848416,12805,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-11-04T00:00:00Z,Total,3528,35,851944,12840,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-11-05T00:00:00Z,Total,3548,39,855492,12879,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-11-06T00:00:00Z,Total,2403,41,857895,12920,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-11-07T00:00:00Z,Total,2336,38,860231,12958,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-11-08T00:00:00Z,Total,4494,50,864725,13008,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-11-09T00:00:00Z,Total,4307,48,869032,13056,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-11-10T00:00:00Z,Total,4126,48,873158,13104,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-11-11T00:00:00Z,Total,3720,46,876878,13150,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-11-12T00:00:00Z,Total,4320,37,881198,13187,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-11-13T00:00:00Z,Total,2608,52,883806,13239,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-11-14T00:00:00Z,Total,2422,41,886228,13280,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-11-15T00:00:00Z,Total,5197,57,891425,13337,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-11-16T00:00:00Z,Total,4558,49,895983,13386,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-11-17T00:00:00Z,Total,4708,50,900691,13436,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-11-18T00:00:00Z,Total,4544,69,905235,13505,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-11-19T00:00:00Z,Total,4171,49,909406,13554,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-11-20T00:00:00Z,Total,2516,65,911922,13619,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-11-21T00:00:00Z,Total,2421,64,914343,13683,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-11-22T00:00:00Z,Total,5025,83,919368,13766,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-11-23T00:00:00Z,Total,4491,75,923859,13841,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-11-24T00:00:00Z,Total,4317,54,928176,13895,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-11-25T00:00:00Z,Total,1458,67,929634,13962,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-11-26T00:00:00Z,Total,3181,75,932815,14037,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-11-27T00:00:00Z,Total,2864,67,935679,14104,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-11-28T00:00:00Z,Total,3046,83,938725,14187,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-11-29T00:00:00Z,Total,6125,67,944850,14254,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-11-30T00:00:00Z,Total,5050,69,949900,14323,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-12-01T00:00:00Z,Total,5090,64,954990,14387,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-12-02T00:00:00Z,Total,4486,75,959476,14462,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-12-03T00:00:00Z,Total,3849,88,963325,14550,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-12-04T00:00:00Z,Total,2506,59,965831,14609,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-12-05T00:00:00Z,Total,2305,79,968136,14688,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-12-06T00:00:00Z,Total,4653,89,972789,14777,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-12-07T00:00:00Z,Total,3897,68,976686,14845,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-12-08T00:00:00Z,Total,3706,85,980392,14930,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-12-09T00:00:00Z,Total,3344,62,983736,14992,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-12-10T00:00:00Z,Total,3194,72,986930,15064,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-12-11T00:00:00Z,Total,1972,74,988902,15138,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-12-12T00:00:00Z,Total,1961,73,990863,15211,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-12-13T00:00:00Z,Total,3670,73,994533,15284,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-12-14T00:00:00Z,Total,3060,66,997593,15350,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-12-15T00:00:00Z,Total,2763,68,1000356,15418,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-12-16T00:00:00Z,Total,2589,65,1002945,15483,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-12-17T00:00:00Z,Total,2422,79,1005367,15562,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-12-18T00:00:00Z,Total,1595,56,1006962,15618,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-12-19T00:00:00Z,Total,1490,55,1008452,15673,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-12-20T00:00:00Z,Total,3180,73,1011632,15746,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-12-21T00:00:00Z,Total,2830,65,1014462,15811,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-12-22T00:00:00Z,Total,3204,52,1017666,15863,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-12-23T00:00:00Z,Total,2953,33,1020619,15896,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-12-24T00:00:00Z,Total,1534,29,1022153,15925,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-12-25T00:00:00Z,Total,739,15,1022892,15940,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-12-26T00:00:00Z,Total,2364,23,1025256,15963,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-12-27T00:00:00Z,Total,6162,26,1031418,15989,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-12-28T00:00:00Z,Total,3041,7,1034459,15996,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
Not Detroit,2021-12-29T00:00:00Z,Total,253,1,1034712,15997,2021-12-29T14:11:47Z,26107,26107,michigan,26,MI,43545,1.6172,77.1,No
